id,date_collected,retailer_type,retailer_detail,food_type,food_detail,label_type,label_language,label_date,approximate_dollar_value,image_id,collection_lat,collection_long,label_explanation
5fc431e6e12e1aa995d0b418653,2020-11-20,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,mixed fruit cup,sticker,sell thru,2020-11-19,5.66,IMG_3994,40.69789,-73.99267,
5fc43224e12e1aa995d0b419654,2020-11-20,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,mixed fruit cup,sticker,sell thru,2020-11-19,5.8,IMG_3997,40.69789,-73.99267,
5fc4329ae12e1aa995d0b41a655,2020-11-20,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,honeydew cup,sticker,sell thru,2020-11-19,3.59,IMG_3996,40.69789,-73.99267,
5fc43303e12e1aa995d0b41b656,2020-11-20,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,turkey wings smoked,sticker,sell by,2020-11-30,2.03,IMG_3998,40.69789,-73.99267,
5fc43370e12e1aa995d0b41c657,2020-11-20,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,turkey drums,sticker,sell by,2020-11-20,2.24,IMG_3999,40.69789,-73.99267,
5fc433e4e12e1aa995d0b41d658,2020-11-20,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,chicken backs,sticker,sell by,2020-11-20,0.73,IMG_4004,40.69789,-73.99267,
5fc43475e12e1aa995d0b41e659,2020-11-20,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,packaged romaine lettuce,package printed,,2020-11-27,3.99,IMG_4002,40.69789,-73.99267,
5fc43584e12e1aa995d0b41f660,2020-11-20,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,turkey wings smoked,sticker,sell by,2020-11-30,1.91,IMG_4008,40.69789,-73.99267,
5fc4361de12e1aa995d0b420661,2020-11-20,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,mixed fruit cup,sticker,sell thru,2020-11-21,5.73,IMG_4009,40.69789,-73.99267,
6019ec67fa9ce8544fb3cda4662,2020-12-18,health food grocer,"ready-to-eat, shelf-stable, frozen, and perishable health food",shelf stable,chocolate-flavored vegan protein powder,package printed,best used by,2021-08-01,26.99,IMG_4011,40.69335,-73.9915,
6019ed91fa9ce8544fb3cda5663,2020-12-18,health food grocer,"ready-to-eat, shelf-stable, frozen, and perishable health food",perishable,organic broccoli sprouts,package printed,expires,2020-12-19,3.99,IMG_4013,40.69335,-73.9915,
6019ee4dfa9ce8544fb3cda6664,2020-12-18,health food grocer,"ready-to-eat, shelf-stable, frozen, and perishable health food",perishable,whole wheat pita bread,sticker,,2020-12-23,3.49,IMG_4014,40.69335,-73.9915,
6019eed8fa9ce8544fb3cda7665,2020-12-18,health food grocer,"ready-to-eat, shelf-stable, frozen, and perishable health food",perishable,sir kensington's special sauce,package printed,best if used by,2021-06-08,4.99,IMG_4049,40.69335,-73.9915,
6019efd7fa9ce8544fb3cda8666,2020-12-18,health food grocer,"ready-to-eat, shelf-stable, frozen, and perishable health food",perishable,garlic sauerkraut,sticker,best by,2021-01-03,10.49,IMG_4056,40.69335,-73.9915,
6019f02bfa9ce8544fb3cda9667,2020-12-18,health food grocer,"ready-to-eat, shelf-stable, frozen, and perishable health food",perishable,pistachio nutmilk,package printed,,2021-05-16,6.49,IMG_4051,40.69335,-73.9915,
6019f07bfa9ce8544fb3cdaa668,2020-12-18,health food grocer,"ready-to-eat, shelf-stable, frozen, and perishable health food",perishable,organic alfalfa sprouts,sticker,sell by,2020-12-25,1.99,IMG_4058,40.69335,-73.9915,
6019f08afa9ce8544fb3cdab669,2020-12-18,health food grocer,"ready-to-eat, shelf-stable, frozen, and perishable health food",perishable,organic alfalfa sprouts,sticker,sell by,2020-12-25,1.99,IMG_4059,40.69335,-73.9915,
6019f20cfa9ce8544fb3cdac670,2020-12-18,health food grocer,"ready-to-eat, shelf-stable, frozen, and perishable health food",perishable,gluten free whole grain bread,sticker,,2020-12-16,5.99,IMG_4069,40.69335,-73.9915,
6025beb3725181c8c2936464671,2021-02-05,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,flatbread pepperoni pizza,package printed,use by,2021-02-05,1.99,IMG_4064,40.6912,-73.98716,
6025bf29725181c8c2936465672,2021-02-05,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,flatbread pepperoni pizza,package printed,use by,2021-02-05,1.99,IMG_4066,40.6912,-73.98716,
6025bf3a725181c8c2936466673,2021-02-05,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,flatbread pepperoni pizza,package printed,use by,2021-02-05,1.99,IMG_4067,40.6912,-73.98716,
6025bf46725181c8c2936467674,2021-02-05,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,flatbread pepperoni pizza,package printed,use by,2021-02-05,1.99,IMG_4070,40.6912,-73.98716,
6025bf4f725181c8c2936468675,2021-02-05,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,flatbread pepperoni pizza,package printed,use by,2021-02-05,1.99,IMG_4071,40.6912,-73.98716,
6025bf6b725181c8c2936469676,2021-02-05,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,flatbread pepperoni pizza,package printed,use by,2021-02-05,1.99,IMG_4072,40.6912,-73.98716,
6025bfa6725181c8c293646a677,2021-02-05,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,egg salad sandwich,package printed,use by,2021-02-04,5.99,IMG_4074,40.6912,-73.98716,
6025c0ac725181c8c293646b678,2021-02-05,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,mandarin orange fruit cup,package printed,best by,2021-07-20,1.99,IMG_4075,40.6912,-73.98716,
6025c0b9725181c8c293646c679,2021-02-05,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,mandarin orange fruit cup,package printed,best by,2021-07-20,1.99,IMG_4076,40.6912,-73.98716,
6025c0f0725181c8c293646d680,2021-02-05,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,mandarin orange fruit cup,package printed,best by,2021-07-20,1.99,IMG_4077,40.6912,-73.98716,
6025c0fb725181c8c293646e681,2021-02-05,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,mandarin orange fruit cup,package printed,best by,2021-07-20,1.99,IMG_4078,40.6912,-73.98716,
6025c15f725181c8c293646f682,2021-02-05,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,flatbread pepperoni pizza,package printed,use by,2021-02-05,1.99,IMG_4079,40.6912,-73.98716,
6025c1ed725181c8c2936470683,2021-02-05,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,mandarin orange fruit cup,package printed,bb,2021-12-12,1.99,IMG_4081,40.6912,-73.98716,
6025c343725181c8c2936471684,2021-02-05,drugstore,"ready-to-eat, shelf-stable, and frozen food",packaged,multivitamin gummies,package printed,exp,2022-07-01,16.99,IMG_4083,40.6912,-73.98716,
